ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-000251,CUST-453521,"Since yesterday, the noise cancellation microphone sounds muffled.",,12.47,2025-05-06
ST-000252,CUST-818835,"Quick update, the login login never completes. Also, the package package was already open. Also, the battery life barely lasts 6 hours. Would not recommend right now.",,9.07,2026-05-11
ST-000253,CUST-523124,"Sadly, the battery needs charging twice a day!! Support, can you help? ???",,3.44,2025-08-26
ST-000254,CUST-329212,"Sadly, the installation login never completes.",setup,4.12,2025-01-26
ST-000255,CUST-779979,"I love how this has excellent sound, but the login onboarding is broken. Also, the app freezes every few minutes. Also, the case case scratches easily. Hope the next patch sorts it out. :/",,13.8,2026-02-08
ST-000256,CUST-955271,"I love how this fits perfectly, but the login onboarding is broken. Please fix this.",,12.14,2025-12-04
ST-000257,CUST-774490,"Not gonna lie, the login setup loops forever. Hope the next patch sorts it out.",,4.12,2025-05-30
ST-000258,CUST-581477,"Honestly, the microphone audio cuts out. Expected better from Lumen.",,9.35,2025-11-12
ST-000259,CUST-005411,"For the price, the pairing forgets my device. Also, the login account linking fails.",,20.31,2025-01-09
ST-000260,CUST-998679,"I love how this made my routine easier, but the installation instructions are confusing. Also, the fit hurts after an hour.",,3.01,2026-04-14
ST-000261,CUST-807935,"I love how this is surprisingly responsive, but the noise cancelltion volume is too low.",,5.21,2026-05-18
ST-000262,CUST-978207,"After the latest update, the case fit is uncomfortable. Also, the package replacement never came. Please fix this.",design,6.77,2025-01-07
ST-000263,CUST-151820,"After the latest update, the setup setup loops forever.",,14.13,2025-01-15
ST-000264,CUST-377889,"After the latest update, the replacement arrived late. Hope the next patch sorts it out.",delivery,12.4,2025-05-10
ST-000265,CUST-255466,"For the price, the noise cancellation noise cancellation got worse. Also, the battery drains while idle. Also, the buttons hurts after an hour.",audio,17.33,2026-02-08
ST-000266,CUST-590515,"Quick update, the setup login never completes. Would not recoommend right now.",,9.11,2025-03-08
ST-000267,CUST-186449,"Since yesterday, the buttons fit is uncomfortable. This is getting old.",,16.84,2026-05-19
ST-000268,CUST-251925,"Honestly, the login setup loops forever. Expected better from Lumen.",,8.47,2025-10-23
ST-000269,CUST-462914,"Sadly, the battery life needs charging twce a day.",,27.73,2025-11-13
ST-000270,CUST-865281,"Quick update, the battery barely lasts 5 hours. Also, the soound noise cancellation got worse.",,5.29,2025-07-21
ST-000271,CUST-685054,"Honestly, the app became painfully slow. Also, the charging needs charging twice a day. This is getting old.",,8.04,2025-07-30
ST-000272,CUST-235733,"Three weeks in, the setup instructions are confusing!! Please fix this.",,15.38,2026-03-07
ST-000273,CUST-221418,"I love how this fits perfectly, but the sound volume is too low!! Hope the next patch sorts it out.",audio,11.89,2025-01-13
ST-000274,CUST-880592,"Three weeks in, the buttons hurts after an hour. Also, the box wrong item was shipped. Please fix this.",,21.48,2025-06-14
ST-000275,CUST-962229,"I love how this looks fantastic, but the volume audio cuts out. Also, the login login never completes. Would not recommend right now.",,9.14,2025-07-23
ST-000276,CUST-270653,"I love how this was easy to set up, but the app became painfully slow. Also, the shipping box was damaed.",,7.71,2025-03-22
ST-000277,CUST-794738,"Since yesterday, the onboardding instructions are confusing.",,11.85,2025-12-22
ST-000278,CUST-347359,"I love how this works exactly as promised, but the battery won't hold a charge. Would not recommend right now.",,4.9,2025-05-18
ST-000279,CUST-774688,"Since yesterday, the firmware keeps crashing.",,4.11,2025-11-19
ST-000280,CUST-623924,"Honestly, the replacement package was already open.",,5.85,2025-03-18
ST-000281,CUST-075818,"Quick update, the sound audio cuts out. Also, the pairing disconnects at random. Also, the installation instructions are confusing.",,6.95,2026-06-19
ST-000282,CUST-141247,"Amazing job, Lumen—now my onboarding account linking fails. Hope the next patch sorts it out.",,16.27,2025-12-16
ST-000283,CUST-826137,"For the price, the power drain needs charging twice a day. Would not recommend right now. :/",,2.02,2026-02-22
ST-000284,CUST-506068,"Three weeks in, the screen stutters constantly. Support, can you help?",,11.56,2025-09-10
ST-000285,CUST-536153,"I love how this has excellent sound, but the case buttons feel cheap!! Also, the noise cancellation noise cancellation got worse. Also, the installation onboarding is broken.",,7.4,2026-05-25
ST-000286,CUST-051522,"Three weeks in, the installation setup loops forever. Also, the power drain needs charging twice a day. Also, the interface lags after every tap.",,14.49,2026-01-09
ST-000287,CUST-047277,"Quick update, the sync drops the connection. Also, the battery needs charging twice a day. Please fix this.",,4.18,2025-09-14
ST-000288,CUST-901043,"I love how this is surprisingly responsive, but the fit buttons feel cheap. Expected better from Lumen.",,7.19,2025-07-12
ST-000289,CUST-289861,"Not gonna lie, the sound microphone sounds muffled. Hope the next patch sorts it out. smh",,11.67,2026-04-27
ST-000290,CUST-434103,"Three weeks in, the account onboarding is broken. Please fix this.",,4.32,2026-05-28
ST-000291,CUST-697117,"After the latest update, the charge won't hold a charge.",battery,16.89,2025-07-22
ST-000292,CUST-980893,"I love how this is surprisingly responsive, but the battery life barely lasts 6 hours. Support, can you help?",,8.42,2025-01-14
ST-000293,CUST-246095,"Since yesterday, the power drain won't hold a charge. Support, can you help?",,13.26,2025-07-29
ST-000294,CUST-396218,"Three weeks in, the package replacement never came...",,3.0,2025-01-19
ST-000295,CUST-518888,"For the price, the buttons case scratches easily. This is getting old.",,9.91,2025-05-17
ST-000296,CUST-806706,"Not gonna lie, the installation account linking fails. Also, the firmware freezes every few minutes. This is getting old.",,5.51,2026-04-09
ST-000297,CUST-540515,"After the latet update, the sound volume is too low. Expected better from Lumen. ugh",audio,11.95,2025-07-20
ST-000298,CUST-319520,"Three weeks in, the volume noise cancellation got worse.",,6.38,2026-06-11
ST-000299,CUST-585277,"Quick update, the audio volume is too low. Support, can you help?",,5.18,2025-11-05
ST-000300,CUST-221704,"Quick update, the bluetooth drops the connection. Hope the next patch sorts it out.",,16.86,2025-02-13
ST-000301,CUST-303054,"Not gonna lie, the app fits perfectly... This is getting old.",performance,9.0,2025-10-06
ST-000302,CUST-868740,"I love how this made my routine easier, but the sync won't sync.",,12.53,2026-02-19
ST-000303,CUST-345054,"I love how this looks fantastic, but the sound volume is too low. Also, the account instructions are confusing. Please fix this.",,13.26,2026-06-04
ST-000304,CUST-156676,"For the price, the screen stutters constantly. Hope the next patch sorts it out.",,8.83,2025-02-27
ST-000305,CUST-527758,"Sadly, the connection forgets my device.",,10.99,2025-11-29
ST-000306,CUST-416169,"For the price, the package wrong item was shipped. This is getting old.",,7.29,2025-07-11
ST-000307,CUST-284511,"I love how this looks fantastic, but the sync refuses to pair. Expected better from Lumen.",,9.69,2025-12-23
ST-000308,CUST-544796,"Honestly, the charge won't hold a charge... Support, can you help?",,6.93,2025-05-02
ST-000309,CUST-275705,"Sadly, the connection refuses to pair. Also, the sound noise cancellation got worse. Also, the battery life barely lasts 3 hours. Expected better from Lumeen.",,13.64,2026-03-13
ST-000310,CUST-964016,"Since yesterday, the shipping arrived late. Also, the battery life barely lasts 2 hours. Also, the onboarding login never completes. Hope the next patch sorts it out. ugh",,15.71,2025-09-04
ST-000311,CUST-582029,"Honestly, the screen fit is uncomfortable. Would not recommend right now.",,7.28,2025-12-03
ST-000312,CUST-702135,"Quick update, the shipping replacement never came.",,12.34,2026-04-17
ST-000313,CUST-569092,"I love how this looks fantastic, but the case screen is hard to read. Also, the onboarding account linking fails.",,17.9,2026-01-21
ST-000314,CUST-755719,"Honestly, the shipping wrong item was shipped. Please fix this.",,5.74,2025-05-17
ST-000315,CUST-285654,"Honestly, the delivery repplacement never came. Hope the next patch sorts it out.",,8.8,2026-03-15
ST-000316,CUST-310278,"Since yesterday, the setup login never completes.",,8.9,2025-05-06
ST-000317,CUST-681447,"For the price, the delivery box was damaged. Also, the battery dies before lunch. Hope the next patch sorts it out.",,6.19,2025-04-01
ST-000318,CUST-394731,"I love how this fits perfectly, but the package arrived late. Expected better from Lumen.",,5.27,2026-03-24
ST-000319,CUST-217271,"I love how this fits perfectly, but the volume microphone sounds muffled. Also, the pairing drops the connection.",,12.97,2026-06-23
ST-000320,CUST-551884,"Not gonna lie, the onboarding setup loops forever. #notimpressed",setup,18.1,2026-06-15
ST-000321,CUST-422583,"Sadly, the setup account linking fails. Please fix this.",,7.92,2026-05-26
ST-000322,CUST-132370,"Three weeks in, the bluetooth refuses to pair. Also, the battery drains while idle. Support, can you help?",connectivity,21.13,2025-11-22
ST-000323,CUST-589578,"Not gonna lie, the sound sound crackles. Also, the installation onboarding is broken. Expected better from Lumen.",,14.62,2025-08-17
ST-000324,CUST-291146,"I love how this is surprisingly responsive, but the audio microphone sounds muffled.",,15.77,2026-05-14
ST-000325,CUST-786691,"I love how this looks fantastic, but the case screen is hard to read. This is getting old.",,5.76,2026-01-05
ST-000326,CUST-251778,"Not gonna lie, the microphone noise cancellation got worse!!",,6.9,2026-03-05
ST-000327,CUST-528922,"Sadly, the battery barely lasts 4 hours.",,12.72,2025-10-17
ST-000328,CUST-680182,"For the price, the case buttons feel cheap. Would not recommend right now.",design,15.5,2025-08-03
ST-000329,CUST-422535,"Sadly, the screen fit is uncomfortable. Also, the noise cancellattion audio cuts out. Would not recommend right now.",,17.18,2025-08-03
ST-000330,CUST-841438,"Quick update, the replacement arrived late. Also, the screen case scratches easily. Also, the volume sound crackles.",,34.22,2026-03-15
ST-000331,CUST-424981,"Three weeks in, the pairing refuses to pair. This is getting old.",,10.0,2025-09-07
ST-000332,CUST-829922,"Honestly, the battery life barely lasts 5 hours.",battery,6.45,2025-01-07
ST-000333,CUST-995900,"Not gonna lie, the fit screen is hard to read.",,6.96,2025-01-28
ST-000334,CUST-109439,"Not gonna lie, the battery life dies before lunch. Hope the next patch sorts it out.",,10.84,2025-06-16
ST-000335,CUST-690784,"Three weeks in, the case made my routine easier. This is getting old.",,7.13,2026-01-09
ST-000336,CUST-473647,"Not gonna lie, the battery dies before lunch. Also, the microphone audio cuts out. Hope the next patch sorts it out.",battery,8.75,2025-08-06
ST-000337,CUST-102767,"Honestly, the lgin login never completes. Also, the charging needs charging twice a day. Also, the noise cancellation audio cuts out.",setup,30.67,2025-12-26
ST-000338,CUST-735925,Five stars for making sure the setup login never completes. Just kidding.,,19.68,2026-05-24
ST-000339,CUST-556258,"Not gonna lie, the charge barely lasts 6 hours.",,5.89,2025-08-06
ST-000340,CUST-815371,"After the latest update, the charging looks fantastic. Wuld not recommend right now.",,24.56,2026-04-28
ST-000341,CUST-473210,"I love how this works exactly as promised, but the power drain dies before lunch. Would not recommend right now.",,8.32,2025-06-17
ST-000342,CUST-469632,"After the latest update, the onboarding account linking fails. Would not recommend right now.",,4.97,2025-03-24
ST-000343,CUST-595327,"Sadly, the power drain dies before lunch.",,7.55,2026-01-25
ST-000344,CUST-877470,"Three weks in, the shipping package was already open. Also, the case buttons feel cheap. ???",,35.21,2026-03-29
ST-000345,CUST-168733,"Not gonna lie, the bluetooth forgets my device.",connectivity,26.83,2025-12-13
ST-000346,CUST-950047,"For the price, the delivery made my routine easier. Please fix this.",,1.75,2025-05-19
ST-000347,CUST-974801,"Not gonna lie, the charging barely lasts 5 hours.",,8.2,2025-06-21
ST-000348,CUST-624565,"Honestly, the charging dies before lunch. Also, the fit case scratches easily. Would not recommend right now.",,6.96,2026-04-17
ST-000349,CUST-060983,"Not gonna lie, the sync drops the connection. Also, the package wrong item was shipped. Expected better from Lumen.",,13.52,2025-03-31
ST-000350,CUST-584168,"Since yesterday, the shippping arrived late. Support, can you help?",delivery,4.06,2025-05-14
ST-000351,CUST-784991,"After the latest update, the sound volume is too low.",,8.77,2025-08-04
